GNPSLinkout_Cluster,GNPSLinkout_Network,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""40555"",""main.cluster index_upperinput"":""40555""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=388&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Diisodecyl phthalate from NIST14,0.829914,0.7736,0.7736,0,CCMSLIB00003139758,62.35235771,155,40555,388,155,447.3478,1,447.3478,62.35235771,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""78"",""main.cluster index_upperinput"":""78""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=818684bc2ef44996a6257df861bb9695&show=true,(-)-Corey lactone diol,0.823722,6.5587,6.5587,0,CCMSLIB00003539265,166076.8833,172,78,89,172,173.0923,1,173.0923,166076.8833,"InChI=1S/C8H12O4/c9-3-5-4-1-8(11)12-7(4)2-6(5)10/h4-7,9-10H,1-3H2/t4-,5-,6-,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19484"",""main.cluster index_upperinput"":""19484""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=343&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetylmuramic Acid,0.821966,8.7562,8.7562,0,CCMSLIB00004720651,3900.477821,172,19484,343,172,316.101,1,316.101,3900.477821,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""68876"",""main.cluster index_upperinput"":""68876""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=818684bc2ef44996a6257df861bb9695&show=true,(-)-Corey lactone diol,0.820941,6.4142,6.4142,0,CCMSLIB00003539266,141952.4318,172,68876,89,172,173.0923,1,173.0923,141952.4318,"InChI=1S/C8H12O4/c9-3-5-4-1-8(11)12-7(4)2-6(5)10/h4-7,9-10H,1-3H2/t4-,5-,6-,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1835"",""main.cluster index_upperinput"":""1835""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=41&task=818684bc2ef44996a6257df861bb9695&show=true,Indican,0.820191,7.6021,7.6021,0,CCMSLIB00003288342,2766.396415,172,1835,41,172,296.1345,1,296.1345,2766.396415,"InChI=1S/C14H17NO6/c16-6-10-11(17)12(18)13(19)14(21-10)20-9-5-15-8-4-2-1-3-7(8)9/h1-5,10-19H,6H2/t10-,11-,12+,13-,14-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6456"",""main.cluster index_upperinput"":""6456""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=818684bc2ef44996a6257df861bb9695&show=true,N-.alpha.-Acetyl-L-ornithine,0.816384,10.3298,10.3298,0,CCMSLIB00003470322,13340.06101,172,6456,174,172,175.1079,1,175.1079,13340.06101,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4358"",""main.cluster index_upperinput"":""4358""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=818684bc2ef44996a6257df861bb9695&show=true,(-)-Corey lactone diol,0.811516,5.9067,5.9067,0,CCMSLIB00003539265,77195.25626,172,4358,89,172,173.0923,1,173.0923,77195.25626,"InChI=1S/C8H12O4/c9-3-5-4-1-8(11)12-7(4)2-6(5)10/h4-7,9-10H,1-3H2/t4-,5-,6-,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27362"",""main.cluster index_upperinput"":""27362""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=818684bc2ef44996a6257df861bb9695&show=true,(-)-Corey lactone diol,0.810545,6.1887,6.1887,0,CCMSLIB00003539265,97384.67541,172,27362,89,172,173.0923,1,173.0923,97384.67541,"InChI=1S/C8H12O4/c9-3-5-4-1-8(11)12-7(4)2-6(5)10/h4-7,9-10H,1-3H2/t4-,5-,6-,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2543"",""main.cluster index_upperinput"":""2543""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=818684bc2ef44996a6257df861bb9695&show=true,(-)-Corey lactone diol,0.809894,6.9731,6.9731,0,CCMSLIB00003539266,93290.89121,172,2543,89,172,173.0923,1,173.0923,93290.89121,"InChI=1S/C8H12O4/c9-3-5-4-1-8(11)12-7(4)2-6(5)10/h4-7,9-10H,1-3H2/t4-,5-,6-,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17467"",""main.cluster index_upperinput"":""17467""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=818684bc2ef44996a6257df861bb9695&show=true,(-)-Corey lactone diol,0.807911,8.2042,8.2042,0,CCMSLIB00003539265,33023.02617,172,17467,89,172,173.0923,1,173.0923,33023.02617,"InChI=1S/C8H12O4/c9-3-5-4-1-8(11)12-7(4)2-6(5)10/h4-7,9-10H,1-3H2/t4-,5-,6-,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""115445"",""main.cluster index_upperinput"":""115445""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=608&task=818684bc2ef44996a6257df861bb9695&show=true,.beta.-D-Glucose,0.804034,8.2652,8.2652,0,CCMSLIB00003225282,261054.7124,172,115445,608,172,180.0869,1,180.0869,261054.7124,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2674"",""main.cluster index_upperinput"":""2674""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=41&task=818684bc2ef44996a6257df861bb9695&show=true,Indican,0.802031,8.0201,8.0201,0,CCMSLIB00003288342,4802.706702,172,2674,41,172,296.1345,1,296.1345,4802.706702,"InChI=1S/C14H17NO6/c16-6-10-11(17)12(18)13(19)14(21-10)20-9-5-15-8-4-2-1-3-7(8)9/h1-5,10-19H,6H2/t10-,11-,12+,13-,14-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18805"",""main.cluster index_upperinput"":""18805""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=369&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetylmuramic Acid,0.8007,8.1367,8.1367,0,CCMSLIB00004720645,1034.47104,170,18805,369,170,294.1188,1,294.1188,1034.47104,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17528"",""main.cluster index_upperinput"":""17528""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=349&task=818684bc2ef44996a6257df861bb9695&show=true,.delta.-Nonalactone,0.796385,1.1899,1.1899,0,CCMSLIB00003576275,2533.766283,172,17528,349,172,139.1118,1,139.1118,2533.766283,"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""58732"",""main.cluster index_upperinput"":""58732""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1017&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Ile-Pro-Ile from NIST14,0.793738,6.1583,6.1583,0,CCMSLIB00003136514,569.5287725,172,58732,1017,172,342.2394,1,342.2394,569.5287725,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10319"",""main.cluster index_upperinput"":""10319""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1017&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Ile-Pro-Ile from NIST14,0.793738,5.9542,5.9542,0,CCMSLIB00003136514,868.5935665,172,10319,1017,172,342.2395,1,342.2395,868.5935665,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""84594"",""main.cluster index_upperinput"":""84594""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1080&task=818684bc2ef44996a6257df861bb9695&show=true,Ganciclovir,0.792835,3.0923,3.0923,0,CCMSLIB00003428989,1744.555246,172,84594,1080,172,152.057,1,152.057,1744.555246,"InChI=1S/C9H13N5O4/c10-9-12-7-6(8(17)13-9)11-3-14(7)4-18-5(1-15)2-16/h3,5,15-16H,1-2,4H2,(H3,10,12,13,17)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""285"",""main.cluster index_upperinput"":""285""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=465&task=818684bc2ef44996a6257df861bb9695&show=true,Erucamide,0.78926,0.8978,0.8978,0,CCMSLIB00003270770,13955.46026,172,285,465,172,338.3421,1,338.3421,13955.46026,"InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""87270"",""main.cluster index_upperinput"":""87270""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=465&task=818684bc2ef44996a6257df861bb9695&show=true,Erucamide,0.78926,0.9386,0.9386,0,CCMSLIB00003270770,12983.3183,172,87270,465,172,338.3422,1,338.3422,12983.3183,"InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30857"",""main.cluster index_upperinput"":""30857""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,"[2,3-dihydroxypropoxy][3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid",0.78562,2.1037,2.1037,0,CCMSLIB00005436325,93.95737445,26,30857,78,26,749.5323,1,749.5323,93.95737445, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18530"",""main.cluster index_upperinput"":""18530""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arg-Phe,0.778991,10.3955,10.3955,0,CCMSLIB00003736738,1337.665442,172,18530,133,172,322.1879,1,322.1879,1337.665442,"InChI=1S/C15H23N5O3/c16-11(7-4-8-19-15(17)18)13(21)20-12(14(22)23)9-10-5-2-1-3-6-10/h1-3,5-6,11-12H,4,7-9,16H2,(H,20,21)(H,22,23)(H4,17,18,19)/t11-,12-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18548"",""main.cluster index_upperinput"":""18548""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=369&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetylmuramic Acid,0.775576,8.3418,8.3418,0,CCMSLIB00004720645,1513.439912,170,18548,369,170,294.1188,1,294.1188,1513.439912,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""20738"",""main.cluster index_upperinput"":""20738""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=818684bc2ef44996a6257df861bb9695&show=true,NCGC00380682-01_C13H18O8_,0.773533,4.8454,4.8454,0,CCMSLIB00000853124,1163.046552,172,20738,165,172,303.1555,1,303.1555,1163.046552,"InChI=1S/C13H18O8/c1-19-7-2-6(15)3-8(4-7)20-13-12(18)11(17)10(16)9(5-14)21-13/h2-4,9-18H,5H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""23838"",""main.cluster index_upperinput"":""23838""}",This Node is a Singleton,Tyr-Trp,0.770056,6.5469,6.5469,0,CCMSLIB00003728635,820.604564,165,23838,-1,165,368.1613,1,368.1613,820.604564,"InChI=1S/C20H21N3O4/c21-16(9-12-5-7-14(24)8-6-12)19(25)23-18(20(26)27)10-13-11-22-17-4-2-1-3-15(13)17/h1-8,11,16,18,22,24H,9-10,21H2,(H,23,25)(H,26,27)/t16-,18-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""92659"",""main.cluster index_upperinput"":""92659""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arcaine,0.7563,7.14,7.14,0,CCMSLIB00003386296,26581.42637,171,92659,133,171,173.14,1,173.14,26581.42637,"InChI=1S/C6H16N6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-4H2,(H4,7,8,11)(H4,9,10,12)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17801"",""main.cluster index_upperinput"":""17801""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=40&task=818684bc2ef44996a6257df861bb9695&show=true,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,0.754556,0.8339,0.8339,0,CCMSLIB00005436263,4596.728858,172,17801,40,172,610.1855,1,610.1855,4596.728858, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""33856"",""main.cluster index_upperinput"":""33856""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=293&task=818684bc2ef44996a6257df861bb9695&show=true,Sedoheptulosan,0.751428,7.5628,7.5628,0,CCMSLIB00003450112,812.6655746,168,33856,293,168,175.0597,1,175.0597,812.6655746,"InChI=1S/C7H12O6/c8-2-7-6(11)5(10)4(9)3(13-7)1-12-7/h3-6,8-11H,1-2H2/t3-,4-,5-,6+,7-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5735"",""main.cluster index_upperinput"":""5735""}",This Node is a Singleton,Asp-Pro,0.746368,7.3542,7.3542,0,CCMSLIB00003726480,1218.658759,172,5735,-1,172,231.1338,1,231.1338,1218.658759,"InChI=1S/C9H14N2O5/c10-5(4-7(12)13)8(14)11-3-1-2-6(11)9(15)16/h5-6H,1-4,10H2,(H,12,13)(H,15,16)/t5-,6-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""88242"",""main.cluster index_upperinput"":""88242""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine,0.746362,4.9097,4.9097,0,CCMSLIB00003268524,3955.263849,157,88242,78,157,716.523,1,716.523,3955.263849,"InChI=1S/C39H74NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,37H,3-10,12,14-16,19-36,40H2,1-2H3,(H,43,44)/b13-11-,18-17-/t37-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9047"",""main.cluster index_upperinput"":""9047""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14,0.743852,4.979,4.979,0,CCMSLIB00003137688,5961.463293,152,9047,78,152,716.5234,1,716.5234,5961.463293,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30865"",""main.cluster index_upperinput"":""30865""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14,0.742079,4.756,4.756,0,CCMSLIB00003137688,2183.47344,154,30865,78,154,716.5233,1,716.5233,2183.47344,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""11106"",""main.cluster index_upperinput"":""11106""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=818684bc2ef44996a6257df861bb9695&show=true,NCGC00380682-01_C13H18O8_,0.740003,6.0162,6.0162,0,CCMSLIB00000853124,1345.259569,172,11106,165,172,303.1555,1,303.1555,1345.259569,"InChI=1S/C13H18O8/c1-19-7-2-6(15)3-8(4-7)20-13-12(18)11(17)10(16)9(5-14)21-13/h2-4,9-18H,5H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""23738"",""main.cluster index_upperinput"":""23738""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=414&task=818684bc2ef44996a6257df861bb9695&show=true,4-Morpholinopropanesulfonic acid,0.737389,5.4862,5.4862,0,CCMSLIB00003223780,893.2080466,171,23738,414,171,210.0798,1,210.0798,893.2080466,"InChI=1S/C7H15NO4S/c9-13(10,11)7-1-2-8-3-5-12-6-4-8/h1-7H2,(H,9,10,11)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""22719"",""main.cluster index_upperinput"":""22719""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Leu-Arg,0.73702,10.3856,10.3856,0,CCMSLIB00003213665,641.2409315,170,22719,133,170,288.1671,1,288.1671,641.2409315,"InChI=1S/C12H25N5O3/c1-7(2)6-8(13)10(18)17-9(11(19)20)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t8-,9-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24514"",""main.cluster index_upperinput"":""24514""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Leu-Arg,0.73702,10.5217,10.5217,0,CCMSLIB00003213665,1038.409968,170,24514,133,170,288.1672,1,288.1672,1038.409968,"InChI=1S/C12H25N5O3/c1-7(2)6-8(13)10(18)17-9(11(19)20)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t8-,9-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1825"",""main.cluster index_upperinput"":""1825""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=40&task=818684bc2ef44996a6257df861bb9695&show=true,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,0.736019,0.8422,0.8422,0,CCMSLIB00005436265,4302.017342,172,1825,40,172,758.2229,1,758.2229,4302.017342, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2683"",""main.cluster index_upperinput"":""2683""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=349&task=818684bc2ef44996a6257df861bb9695&show=true,7-Keto-8-aminopelargonic acid,0.735333,1.9391,1.9391,0,CCMSLIB00003505392,6118.277266,172,2683,349,172,188.1282,1,188.1282,6118.277266,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""70143"",""main.cluster index_upperinput"":""70143""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=602&task=818684bc2ef44996a6257df861bb9695&show=true,"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl 4,6-dihydroxy-7,12,16-trimethyl-15-(4,5,6-trihydroxy-6-methylheptan-2-yl)pentacyclo[9.7.0.0???,???.0???,?.0??????,????]octadecane-7-carboxylate",0.73505,0.8486,0.8486,0,CCMSLIB00004713210,1461.495621,172,70143,602,172,685.4363,1,685.4363,1461.495621,"InChI=1S/C36H60O12/c1-17(13-19(38)28(44)31(2,3)46)18-9-10-33(5)21-7-8-22-34(6,30(45)48-29-27(43)26(42)25(41)20(15-37)47-29)23(39)14-24(40)36(22)16-35(21,36)12-11-32(18,33)4/h17-29,37-44,46H,7-16H2,1-6H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""65791"",""main.cluster index_upperinput"":""65791""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=602&task=818684bc2ef44996a6257df861bb9695&show=true,"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl 4,6-dihydroxy-7,12,16-trimethyl-15-(4,5,6-trihydroxy-6-methylheptan-2-yl)pentacyclo[9.7.0.0???,???.0???,?.0??????,????]octadecane-7-carboxylate",0.734244,0.8507,0.8507,0,CCMSLIB00004713210,1447.614376,172,65791,602,172,685.4366,1,685.4366,1447.614376,"InChI=1S/C36H60O12/c1-17(13-19(38)28(44)31(2,3)46)18-9-10-33(5)21-7-8-22-34(6,30(45)48-29-27(43)26(42)25(41)20(15-37)47-29)23(39)14-24(40)36(22)16-35(21,36)12-11-32(18,33)4/h17-29,37-44,46H,7-16H2,1-6H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1799"",""main.cluster index_upperinput"":""1799""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=602&task=818684bc2ef44996a6257df861bb9695&show=true,"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl 4,6-dihydroxy-7,12,16-trimethyl-15-(4,5,6-trihydroxy-6-methylheptan-2-yl)pentacyclo[9.7.0.0???,???.0???,?.0??????,????]octadecane-7-carboxylate",0.73295,0.8442,0.8442,0,CCMSLIB00004713210,1505.187027,172,1799,602,172,685.4368,1,685.4368,1505.187027,"InChI=1S/C36H60O12/c1-17(13-19(38)28(44)31(2,3)46)18-9-10-33(5)21-7-8-22-34(6,30(45)48-29-27(43)26(42)25(41)20(15-37)47-29)23(39)14-24(40)36(22)16-35(21,36)12-11-32(18,33)4/h17-29,37-44,46H,7-16H2,1-6H3"
