GNPSLinkout_Cluster,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3057"",""main.cluster index_upperinput"":""3057""}","methyl (3R,4R,5R)-5-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]oxy-3,4-dihydroxycyclohexene-1-carboxylate",0.727983,7.8258,7.8258,0,CCMSLIB00004692669,12981.29894,147,3057,82,147,519.1382,1,519.1382,12981.29894,"InChI=1S/C23H28O11/c1-31-22(30)13-9-14(25)18(27)15(10-13)32-23-21(20(29)19(28)16(11-24)33-23)34-17(26)8-7-12-5-3-2-4-6-12/h2-9,14-16,18-21,23-25,27-29H,10-11H2,1H3/b8-7+/t14-,15-,16-,18-,19-,20+,21-,23-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1525"",""main.cluster index_upperinput"":""1525""}","1,2-Dipalmitoleoyl-sn-glycero-3-phosphoethanolamine",0.726605,6.4564,6.4564,0,CCMSLIB00003268468,4353.373856,147,1525,1216,147,219.1741,1,219.1741,4353.373856,"InChI=1S/C37H70NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13-16,35H,3-12,17-34,38H2,1-2H3,(H,41,42)/b15-13-,16-14-/t35-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""831"",""main.cluster index_upperinput"":""831""}","cis-8,11,14-Eicosatrienoic acid",0.726225,7.7508,7.7508,0,CCMSLIB00003336121,5793.47735,147,831,398,147,209.1533,1,209.1533,5793.47735,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24997"",""main.cluster index_upperinput"":""24997""}",Contaminants septum vial Thermo C4000-53 and C4000-54 serie,0.72396,8.7486,8.7486,0,CCMSLIB00005436265,69518.81355,80,24997,82,80,758.2203,1,758.2203,69518.81355, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10551"",""main.cluster index_upperinput"":""10551""}",N-Acetylmuramic Acid,0.721764,0.8185,0.8185,0,CCMSLIB00004720645,1045.171794,144,10551,477,144,294.1176,1,294.1176,1045.171794,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2112"",""main.cluster index_upperinput"":""2112""}","Spectral Match to (Z,E)-Tetradeca-9,12-dienol from NIST14",0.721656,6.9054,6.9054,0,CCMSLIB00003139014,2593.908019,147,2112,829,147,193.1585,1,193.1585,2593.908019,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""21482"",""main.cluster index_upperinput"":""21482""}",(1R)-Chrysanthemolactone,0.716241,4.9101,4.9101,0,CCMSLIB00003623622,2478.974263,147,21482,188,147,151.148,1,151.148,2478.974263,"InChI=1S/C10H16O2/c1-9(2)5-6-7(8(11)12-9)10(6,3)4/h6-7H,5H2,1-4H3/t6-,7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19280"",""main.cluster index_upperinput"":""19280""}","methyl (3R,4R,5R)-5-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]oxy-3,4-dihydroxycyclohexene-1-carboxylate",0.713792,8.4705,8.4705,0,CCMSLIB00004692669,5991.920435,147,19280,82,147,519.1383,1,519.1383,5991.920435,"InChI=1S/C23H28O11/c1-31-22(30)13-9-14(25)18(27)15(10-13)32-23-21(20(29)19(28)16(11-24)33-23)34-17(26)8-7-12-5-3-2-4-6-12/h2-9,14-16,18-21,23-25,27-29H,10-11H2,1H3/b8-7+/t14-,15-,16-,18-,19-,20+,21-,23-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30288"",""main.cluster index_upperinput"":""30288""}","2,3-bis-(4-Hydroxyphenyl)propionitrile",0.706781,3.7546,3.7546,0,CCMSLIB00003530171,1233.17706,147,30288,43,147,211.1119,1,211.1119,1233.17706,"InChI=1S/C15H13NO2/c16-10-13(12-3-7-15(18)8-4-12)9-11-1-5-14(17)6-2-11/h1-8,13,17-18H,9H2"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""59302"",""main.cluster index_upperinput"":""59302""}",3-Hydroxydodecanoic acid,0.70579,7.8026,7.8026,0,CCMSLIB00003477150,876.5646672,147,59302,410,147,199.1691,1,199.1691,876.5646672,"InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1007"",""main.cluster index_upperinput"":""1007""}","5Z,8Z,14Z-Eicosatrienoic acid",0.705599,7.7416,7.7416,0,CCMSLIB00003356149,3975.53578,147,1007,188,147,191.1427,1,191.1427,3975.53578,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,12-13,15-16H,2-5,8-11,14,17-19H2,1H3,(H,21,22)/b7-6-,13-12-,16-15-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3646"",""main.cluster index_upperinput"":""3646""}",Octabenzone,0.705119,7.7703,7.7703,0,CCMSLIB00003313934,2467.641479,146,3646,30,146,327.1997,1,327.1997,2467.641479,"InChI=1S/C21H26O3/c1-2-3-4-5-6-10-15-24-18-13-14-19(20(22)16-18)21(23)17-11-8-7-9-12-17/h7-9,11-14,16,22H,2-6,10,15H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""242"",""main.cluster index_upperinput"":""242""}",Octabenzone,0.702455,2.736,2.736,0,CCMSLIB00003313934,8028.586073,147,242,30,147,327.2008,1,327.2008,8028.586073,"InChI=1S/C21H26O3/c1-2-3-4-5-6-10-15-24-18-13-14-19(20(22)16-18)21(23)17-11-8-7-9-12-17/h7-9,11-14,16,22H,2-6,10,15H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14256"",""main.cluster index_upperinput"":""14256""}",Alantolactone,0.700533,5.4708,5.4708,0,CCMSLIB00003388174,3370.280167,147,14256,1840,147,233.1531,1,233.1531,3370.280167,"InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h7,9,11,13H,2,4-6,8H2,1,3H3/t9-,11?,13?,15+/m0/s1"
